id,title,artist_title,classification_titles
184526,Moonlight Over Kinugawa Hot Springs (Kinugawa Onsen),Hiratsuka Un'ichi,woodblock print;print;woodblock
184525,Small Bird from a Fairy Tale (Dowa no kotori),Hiratsuka Un'ichi,woodblock print;print;woodblock
182259,Top of Mt. Oso,Hiratsuka Un'ichi,woodblock print;woodblock;print
184529,Ichinotani,Hiratsuka Un'ichi,woodblock print;print;woodblock
184528,View of Mountain Range in Kyushu from the Sea of Amakusa (Kyushu renzan Amakusa-nada yori,Hiratsuka Un'ichi,woodblock print;print;woodblock
184527,"Soyangsa Temple in Inner Diamond Mountain (Nae Keum Kang), Korea",Hiratsuka Un'ichi,woodblock print;print;woodblock
184531,Horiagete,Hiratsuka Un'ichi,woodblock print;print;woodblock
184530,"Hexagonal Hall for Buddhist Scriptures at Kokei-zan Temple, Gifu",Hiratsuka Un'ichi,woodblock print;print;woodblock
184534,Roof Tile,Hiratsuka Un'ichi,print;ink on paper
184533,Kizaki Lake in the Afternoon (Gogo no Kizakiko),Hiratsuka Un'ichi,woodblock print;print;woodblock
184532,Mt. Asama in Spring,Hiratsuka Un'ichi,woodblock print;print;woodblock
184537,"Celestial Globe at Montrose Park (Tenkyugi, montoro-su paaku)",Hiratsuka Un'ichi,woodblock print;print;woodblock
184536,"Yakushiji Temple Pagoda West of Nara (Nara Nishi-no-kyo, Yakushiji to)",Hiratsuka Un'ichi,woodblock print;print;woodblock
184535,"Daibutsuden, Todai-ji, Nara",Hiratsuka Un'ichi,woodblock print;print;woodblock
184559,Kawaguchi Lake Shore in Koshu District (Koshu Kawaguchi kohan),Hiratsuka Un'ichi,woodblock print;print;woodblock
184539,"Old Roof Tile of Kokobunji Temple, Izumo (Izumo Kokubunji Furu-gawara)",Hiratsuka Un'ichi,woodblock print;print;woodblock
184538,"Capitol, Washington, D.C.",Hiratsuka Un'ichi,woodblock print;print;woodblock
184563,"Three Stone Buddhas at Datong, China (Daido Sekibutsu Sanonbutsu)",Hiratsuka Un'ichi,woodblock print;print
184562,"Buddha's Grave Stone at Datong, China",Hiratsuka Un'ichi,woodblock print;print
184561,"Banbaku-do at Mount Uchikongo, Korea",Hiratsuka Un'ichi,woodblock print;print;woodblock
184566,"Mihonoseki, Izumo",Hiratsuka Un'ichi,woodblock print;print;woodblock
184565,"Rooftop of the Yumedono, Horyuji Temple, Nara",Hiratsuka Un'ichi,woodblock print;print;woodblock
184564,Song Dynasty Three-Color Glazed Plate with Rabbit Design (So sansai tomonzara),Hiratsuka Un'ichi,woodblock print;print
184569,"Pagoda of Joruriji (Joruriji no to, Yamato)",Hiratsuka Un'ichi,woodblock print;print;woodblock
184568,"Approach to Jakko-in Temple in Ohara, Kyoto (Jakko-in sando, Yamato)",Hiratsuka Un'ichi,woodblock print;print;woodblock
184567,Mt Fuji at Dawn,Hiratsuka Un'ichi,woodblock print;print;woodblock
184571,Locks on the C & O Canal (Kanaru no suimon),Hiratsuka Un'ichi,woodblock print;print;woodblock
184570,"Obaiin Garden at Daitokuji Temple, Kyoto",Hiratsuka Un'ichi,woodblock print;print;woodblock
184574,Three Gourds (Kabocha),Hiratsuka Un'ichi,woodblock print;print;woodblock
184573,Tree Stump (Kirikabu),Hiratsuka Un'ichi,woodblock print;print;woodblock
184572,"Bridge Rail over the C & O Canal, Georgetown (Kanaru no rankan, Joojitaun)",Hiratsuka Un'ichi,woodblock print;print;woodblock
184576,Toy Camel (Gangu no rakuda),Hiratsuka Un'ichi,woodblock print;print;woodblock
184575,Lindenberries (Bodaiju no mi),Hiratsuka Un'ichi,woodblock print;print;woodblock
185362,"Decorative Disk, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185361,"Crane Pulling Cart, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
184577,Turkish Brass Donkey (Toruku shinchu no roba),Hiratsuka Un'ichi,woodblock print;print;woodblock
185365,"Horse Pulling Carriage with Drive, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185364,"Mother and Child Tending Plants, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185363,"Edge of Tile, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185367,"Clay Seal of Tachibana District, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185366,Ancient Tile from Roof Tile,Hiratsuka Un'ichi,woodblock print;print;woodblock
185371,"Rosette-like Segment of Tile, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185370,"Rosette-like Segment of Tile, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185368,"Scroll-like Segment on a Tile, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185373,"Floral Frond, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185372,"Characters, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185376,"Rosette-X in Center, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185375,"White Character, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185374,"Geometrics and Partial Cross-Hatching, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185379,"Characters in Square, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185378,"Bold Symbol in Square, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185377,"Character in Square, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185382,"Horse and Rider, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185381,"Hub and Spokes Segment, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185380,"Characters in Square, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185385,"Bearded Face, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185384,"Character and Cross-Hatching, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185383,"Rectangular Tile Segment, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185390,Partial Rosette Segment from a Roof Tile and Peony from a Roof Tile,Hiratsuka Un'ichi,woodblock print;print;woodblock
185387,"Characters in Cross-Hatching, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185386,"Rosette Segment, from roof tile",Hiratsuka Un'ichi,woodblock print;print;woodblock
185403,Rosette Quarter Panels,Hiratsuka Un'ichi,woodblock print;print;woodblock
185402,3/4 Rosette with Fleur de Lis from Center,Hiratsuka Un'ichi,woodblock print;print;woodblock
185391,Partial Rosette Segment from a Roof Tile and Peony from a Roof Tile,Hiratsuka Un'ichi,woodblock print;print;woodblock
185406,"St. Luke’s Hospital in Tsukiji,from the series Scenes After theTokyo Earthquake",Hiratsuka Un'ichi,woodblock print;print
185405,View of Nobuto in Chiba Prefecture,Hiratsuka Un'ichi,woodblock print;print;woodblock
185404,Burial Figure of a Tang Woman (Tojoyo),Hiratsuka Un'ichi,woodblock print;print
185409,"Pasadena Palm, California",Hiratsuka Un'ichi,watercolor
185408,Three-Color Glazed Vase of Qianlong (1736-96 AD) with Plum Blossoms,Hiratsuka Un'ichi,woodblock print;print
185407,One Glass Water (Rose Flower in Glass),Hiratsuka Un'ichi,woodblock print;print;woodblock
185422,Night at Nihonbashi Bridge (Tokyo),Hiratsuka Un'ichi,woodblock print;print
185411,"Mountains of Izumo, Shimane Prefecture",Hiratsuka Un'ichi,woodblock print;print
185410,Daruma Face,Hiratsuka Un'ichi,watercolor
185424,Shinobazu Pond in Snow,Hiratsuka Un'ichi,woodblock print;print
185423,Sakurada-mon Gate (Eight Imperial Moat series),Hiratsuka Un'ichi,woodblock print;print
188867,Yellow Jonquil,Hiratsuka Un'ichi,woodblock print;print
185427,Nagasaki Doll (with baby on her back),Hiratsuka Un'ichi,woodblock print;print
185426,Okutama in Autumn (Okutama shukei),Hiratsuka Un'ichi,woodblock print;print
185425,Nude (Sitting on a Rock),Hiratsuka Un'ichi,woodblock print;print
188869,Peony,Hiratsuka Un'ichi,woodcut;print
188868,Red Pot from Turkey,Hiratsuka Un'ichi,woodblock print;print;woodblock
188871,Woodpecker,Hiratsuka Un'ichi,woodblock print;print;woodblock
188877,Camellia,Hiratsuka Un'ichi,woodblock print;print
188874,Evening Moon over Tetsugakudō,Hiratsuka Un'ichi,woodblock print;print;woodblock
188872,Grand Bridge of Matsue in Shimane,Hiratsuka Un'ichi,woodblock print;print
188883,Southern Izu,Hiratsuka Un'ichi,woodblock print;print;woodblock
188882,Hot Springs of Mizugami,Hiratsuka Un'ichi,woodblock print;print;woodblock
188880,"Evening Moon Over Dempō-in Seminary of the Asakusa Kannon Temple, Tokyo",Hiratsuka Un'ichi,woodblock print;print;woodblock
188887,Fire Bell Tower of Kora in Izu,Hiratsuka Un'ichi,woodblock print;print;woodblock
188886,Daytime Moon at the Irozaki Lighthouse in Izu,Hiratsuka Un'ichi,woodblock print;print;woodblock
188885,Observatory Tower of Kyongju in Korea,Hiratsuka Un'ichi,woodblock print;print;woodblock
188890,"White Camellia, from a Set of Three Flowers",Hiratsuka Un'ichi,watercolor
188889,Brass Donkey from Turkey,Hiratsuka Un'ichi,woodblock print;print;woodblock
188888,"Clouds Over Washington, D.C.",Hiratsuka Un'ichi,woodblock print;print;woodblock
191154,Saw Mill near Mountains,Hiratsuka Un'ichi,woodblock print;print;woodblock
188893,"Dogwood Camellia, from a set of three flowers",Hiratsuka Un'ichi,watercolor
188892,"Red Camellia, from a Set of Three Flowers",Hiratsuka Un'ichi,watercolor
191157,"Stone Bodhisattva at Datong, China",Hiratsuka Un'ichi,woodblock print;print
191156,"Beginning of the Great Wall in Shanaiguan, China",Hiratsuka Un'ichi,woodblock print;print;woodblock
191155,Fragments of Buddhist Sculpture at Usuki,Hiratsuka Un'ichi,woodblock print;print;woodblock
191165,"The Grand Shrine of Izumo, Shimane Prefecture",Hiratsuka Un'ichi,woodblock print;print
191159,Image with Poem from Recollection of Travel,Hiratsuka Un'ichi,woodblock print;print;woodblock
191158,Girl with Calico-Patterned Background,Hiratsuka Un'ichi,woodblock print;print;woodblock
191168,View of the Lakeshore at Matsue,Hiratsuka Un'ichi,woodblock print;print;woodblock
191167,Veranda of the Old House of Lafcadio Hearn in Matsue,Hiratsuka Un'ichi,woodblock print;print;woodblock
191166,"Mountain Stream at Hida, Gifu Prefecture",Hiratsuka Un'ichi,woodblock print;print;woodblock
191170,"Hokki-ji Temple, Nara",Hiratsuka Un'ichi,woodblock print;print;woodblock
191169,South Izu Peninsula,Hiratsuka Un'ichi,woodblock print;print;woodblock
191173,"Georgetown Window, Washington, D.C.",Hiratsuka Un'ichi,woodblock print;print;woodblock
191172,The Shoso-in Repository at Todai-ji,Hiratsuka Un'ichi,woodblock print;print;woodblock
191171,"Hiratsuka Shrine, Tokyo",Hiratsuka Un'ichi,woodblock print;print;woodblock
191175,Flower of the Evergreen Magnolia,Hiratsuka Un'ichi,woodblock print;print;woodblock
191174,Corn Husk Doll America,Hiratsuka Un'ichi,woodblock print;print;woodblock
195431,Ueno Park,Hiratsuka Un'ichi,woodblock print;print
195430,"The Kaminari Gate, Asakusa, from the series Scenes After the Tokyo Earthquake",Hiratsuka Un'ichi,woodblock print;print
191176,"Stone Bodhisattva in the Freer Gallery of Art, Washington, D.C.",Hiratsuka Un'ichi,woodblock print;print;woodblock
195434,Leaping Deer,Hiratsuka Un'ichi,woodblock print;print;woodblock
195433,"Pagoda Reflected in Sarusawa Pond, Nara, from the series ""Ten Views of Nara""",Hiratsuka Un'ichi,woodblock print;print;woodblock
195432,"Kuromon Gate, from the series ""One Hundred Views of New Tokyo (Shin Tokyo hyakkei)""",Hiratsuka Un'ichi,woodblock print;print
195437,Portrait of a Girl with Accompanying Poem,Hiratsuka Un'ichi,woodblock print;print;woodblock
195436,Persian Tile Design,Hiratsuka Un'ichi,woodblock print;print;woodblock
195435,Girl with Crane (Tsuru no shojo),Hiratsuka Un'ichi,woodblock print;print;woodblock
195440,"Old Bookstore in Georgetown, Washington, D.C.",Hiratsuka Un'ichi,woodblock print;print;woodblock
195439,"Brocade Sash Bridge against the Sun, Iwakuni, Yamaguchi",Hiratsuka Un'ichi,woodblock print;print
195438,Portrait of a Girl and Accompanying Poem,Hiratsuka Un'ichi,woodblock print;print;woodblock
195443,Road to Izumo Mountain Hot Spring,Hiratsuka Un'ichi,woodblock print;print
195442,Mount Aso in Kyushu,Hiratsuka Un'ichi,woodblock print;print
195441,Stone Wall of Kumamoto Castle,Hiratsuka Un'ichi,woodblock print;print;woodblock
195445,"Eucalyptus, Santa Monica, California",Hiratsuka Un'ichi,woodblock print;print;woodblock
195444,Mount Fuji from Kumoni Izu,Hiratsuka Un'ichi,woodblock print;print;woodblock
3286,"Young Woman Applying Rouge (Portrait of Chiyofuku, a Maiko of Gion, Kyoto)",Hashiguchi Goyô,woodblock print;print;asian art
9944,Nude,Hashiguchi Goyô,woodblock print;print;asian art
3324,Woman in Summer Clothing (Portrait of Nakatani Tsuru),Hashiguchi Goyô,woodblock print;print;asian art
3321,Snow at Mount Ibuki,Hashiguchi Goyô,woodblock print;print;asian art
11446,Nude,Hashiguchi Goyô,woodblock print;print;asian art
10440,Yabakei Valley,Hashiguchi Goyô,woodblock print;print;asian art
10437,Evening Moon at Kobe (Kobe no yoizuki),Hashiguchi Goyô,woodblock print;print;asian art
9947,Two Women Bathing,Hashiguchi Goyô,woodblock print;print;asian art
11451,Woman in Kimono,Hashiguchi Goyô,woodblock print;print;asian art
11448,Woman in Kimono,Hashiguchi Goyô,woodblock print;print;asian art
11447,Bust of a Woman,Hashiguchi Goyô,woodblock print;print;asian art
13915,Woman Combing Her Hair (Portrait of Kodaira Tomi),Hashiguchi Goyô,woodblock print;print;asian art
11494,Ferry under a Bridge,Hashiguchi Goyô,woodblock print;print;asian art;woodblock
11491,Sketch for Indian Tale,Hashiguchi Goyô,woodblock print;print;asian art
13946,Snow at Mount Ibuki,Hashiguchi Goyô,woodblock print;print;asian art
13943,Woman after a Bath [Portrait of Kodaira Tomi],Hashiguchi Goyô,woodblock print;print;asian art
13918,"Woman Holding a Tray (Portrait of Onao, a maid at the Matsuyoshi Inn, Kyoto)",Hashiguchi Goyô,woodblock print;print;asian art
37285,Woman After a Bath (Yokugo no onna) [Portrait of Kodaira Tomi],Hashiguchi Goyô,woodblock print;print;asian art
33139,Yabakei Valley,Hashiguchi Goyô,woodblock print;print;asian art
15697,The Great Bridge of Sanjo in Kyoto (Kyoto Sanjo Ohashi),Hashiguchi Goyô,woodblock print;print;asian art
13948,Ducks,Hashiguchi Goyô,woodblock print;print;asian art
48203,Woman at the Bath,Hashiguchi Goyô,woodblock print;print;asian art
48201,"Woman Holding a Tray (Portrait of Onao, a maid at the Matsuyoshi Inn, Kyoto)",Hashiguchi Goyô,woodblock print;print;asian art
48197,"Young Woman Applying Rouge (Portrait of Chiyofuku, a Maiko of Gion, Kyoto)",Hashiguchi Goyô,woodblock print;print;asian art
64452,Woman Dressing in Long Undergarment (Portrait of Kodaira Tomi),Hashiguchi Goyô,woodblock print;print;asian art
62372,Evening Moon at Kobe (Kobe no yoizuki),Hashiguchi Goyô,woodblock print;print;asian art
60805,Woman Combing her Hair (Portrait of Kodaira Tomi),Hashiguchi Goyô,woodblock print;print;asian art
84176,Woman Cutting Her Toenails,Hashiguchi Goyô,woodblock print;print;asian art
84175,Woman Folding a Kimono,Hashiguchi Goyô,woodblock print;print;asian art
84173,Girl in Summer Attire (Natsu yosooi no musume) [Portrait of Nakatani Tsuru],Hashiguchi Goyô,woodblock print;print;asian art
78529,At a Hot Spring Inn (Onsen yado) [Portrait of Nakatani Tsuru],Hashiguchi Goyô,woodblock print;print;asian art
88768,Woman Applying Powder (Portrait of Nakatani Tsuru),Hashiguchi Goyô,woodblock print;print;asian art
86637,Woman Dressing in Long Undergarment (Portrait of Kodaira Tomi),Hashiguchi Goyô,woodblock print;print;asian art
86634,Ducks,Hashiguchi Goyô,woodblock print;print;asian art
